Gene symbol	Gene name	Transcript	Exons in transcript	CDS length
SNX32	sorting nexin 32	NM_152760.3	13	1212
SNX33	sorting nexin 33	NM_153271.2	2	1725
SNX4	sorting nexin 4	NM_003794.4	14	1353
SNX5	sorting nexin 5	NM_014426.4	13	1215
SNX6	sorting nexin 6	NM_152233.4	14	1221
SNX7	sorting nexin 7	NM_015976.5	9	1356
SNX8	sorting nexin 8	NM_013321.4	11	1398
SNX9	sorting nexin 9	NM_016224.5	18	1788
SOAT1	sterol O-acyltransferase 1	NM_003101.6	16	1653
SOAT2	sterol O-acyltransferase 2	NM_003578.4	15	1569
SOBP	sine oculis binding protein homolog	NM_018013.4	7	2622
SOCS1	suppressor of cytokine signaling 1	NM_003745.2	2	636
SOCS2	suppressor of cytokine signaling 2	NM_001270467.2	3	597
SOCS3	suppressor of cytokine signaling 3	NM_003955.5	2	678
SOCS4	suppressor of cytokine signaling 4	NM_199421.2	3	1323
SOCS5	suppressor of cytokine signaling 5	NM_014011.5	2	1611
SOCS6	suppressor of cytokine signaling 6	NM_004232.4	2	1608
SOCS7	suppressor of cytokine signaling 7	NM_014598.4	10	1938
SOD1	superoxide dismutase 1	NM_000454.5	5	465
SOD2	superoxide dismutase 2	NM_000636.4	5	669
SOD3	superoxide dismutase 3	NM_003102.4	2	723
SOGA1	suppressor of glucose, autophagy associated 1	NM_080627.4	15	4986
SOGA3	SOGA family member 3	NM_001400265.1	7	2844
SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1	NM_001101677.2	8	1164
SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	NM_017826.3	11	1278
SON	SON DNA and RNA binding protein	NM_032195.3	7	6912
SORBS1	sorbin and SH3 domain containing 1	NM_001034954.3	33	3879
SORBS2	sorbin and SH3 domain containing 2	NM_001270771.3	24	3603
SORBS3	sorbin and SH3 domain containing 3	NM_005775.5	21	2016
SORCS1	sortilin related VPS10 domain containing receptor 1	NM_001013031.3	27	3597
SORCS2	sortilin related VPS10 domain containing receptor 2	NM_020777.3	27	3480
SORCS3	sortilin related VPS10 domain containing receptor 3	NM_014978.3	27	3669
SORD	sorbitol dehydrogenase	NM_003104.6	9	1074
SORL1	sortilin related receptor 1	NM_003105.6	48	6645
SORT1	sortilin 1	NM_002959.7	20	2496
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	NM_005633.4	23	4002
SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	NM_006939.4	23	3999
SOST	sclerostin	NM_025237.3	2	642
SOSTDC1	sclerostin domain containing 1	NM_015464.3	2	621
SOWAHA	sosondowah ankyrin repeat domain family member A	NM_175873.6	1	1650
SOWAHB	sosondowah ankyrin repeat domain family member B	NM_001029870.3	1	2382
SOWAHC	sosondowah ankyrin repeat domain family member C	NM_023016.4	1	1578
SOWAHD	sosondowah ankyrin repeat domain family member D	NM_001105576.3	1	948
SOX1	SRY-box transcription factor 1	NM_005986.3	1	1176
SOX10	SRY-box transcription factor 10	NM_006941.4	4	1401
SOX11	SRY-box transcription factor 11	NM_003108.4	1	1326
SOX12	SRY-box transcription factor 12	NM_006943.4	1	948
SOX13	SRY-box transcription factor 13	NM_005686.3	14	1869
SOX14	SRY-box transcription factor 14	NM_004189.4	1	723
SOX15	SRY-box transcription factor 15	NM_006942.2	2	702
SOX17	SRY-box transcription factor 17	NM_022454.4	2	1245
SOX18	SRY-box transcription factor 18	NM_018419.3	2	1155
SOX2	SRY-box transcription factor 2	NM_003106.4	1	954
SOX21	SRY-box transcription factor 21	NM_007084.4	1	831
SOX3	SRY-box transcription factor 3	NM_005634.3	1	1341
SOX30	SRY-box transcription factor 30	NM_178424.2	5	2262
SOX4	SRY-box transcription factor 4	NM_003107.3	1	1425
SOX5	SRY-box transcription factor 5	NM_006940.6	15	2292
SOX6	SRY-box transcription factor 6	NM_033326.3	16	2427
SOX7	SRY-box transcription factor 7	NM_031439.4	2	1167
SOX8	SRY-box transcription factor 8	NM_014587.5	3	1341
SOX9	SRY-box transcription factor 9	NM_000346.4	3	1530
SP1	Sp1 transcription factor	NM_138473.3	6	2358
SP100	SP100 nuclear antigen	NM_001080391.2	29	2658
SP110	SP110 nuclear body protein	NM_004509.5	18	2070
SP140	SP140 nuclear body protein	NM_007237.5	27	2604
SP140L	SP140 nuclear body protein like	NM_138402.6	19	1743
SP2	Sp2 transcription factor	NM_003110.6	7	1842
SP3	Sp3 transcription factor	NM_003111.5	7	2346
SP4	Sp4 transcription factor	NM_003112.5	6	2355
SP5	Sp5 transcription factor	NM_001003845.3	2	1197
SP6	Sp6 transcription factor	NM_001258248.2	2	1131
SP7	Sp7 transcription factor	NM_001173467.3	3	1296
SP8	Sp8 transcription factor	NM_182700.6	2	1527
SP9	Sp9 transcription factor	NM_001145250.2	2	1455
SPA17	sperm autoantigenic protein 17	NM_017425.4	5	456
SPAAR	small regulatory polypeptide of amino acid response	NM_001348107.3	2	228
SPACA1	sperm acrosome associated 1	NM_030960.3	7	885
SPACA3	sperm acrosome associated 3	NM_173847.5	5	648
SPACA4	sperm acrosome associated 4	NM_133498.3	1	375
SPACA5	sperm acrosome associated 5	NM_205856.3	5	480
SPACA5B	sperm acrosome associated 5B	NM_001079900.2	4	480
SPACA6	sperm acrosome associated 6	NM_001316972.2	9	975
SPACA7	sperm acrosome associated 7	NM_145248.5	7	588
SPACA9	sperm acrosome associated 9	NM_001316897.2	4	669
SPACDR	sperm acrosome developmental regulator	NM_001004323.3	3	621
SPAG1	sperm associated antigen 1	NM_172218.3	19	2781
SPAG11A	sperm associated antigen 11A	NM_001081552.3	4	327
SPAG11B	sperm associated antigen 11B	NM_058201.4	3	402
SPAG16	sperm associated antigen 16	NM_024532.5	16	1896
SPAG17	sperm associated antigen 17	NM_206996.4	49	6672
SPAG4	sperm associated antigen 4	NM_003116.3	12	1314
SPAG5	sperm associated antigen 5	NM_006461.4	24	3582
SPAG6	sperm associated antigen 6	NM_012443.4	11	1530
SPAG7	sperm associated antigen 7	NM_004890.3	7	684
SPAG8	sperm associated antigen 8	NM_172312.2	8	1506
SPAG9	sperm associated antigen 9	NM_001130528.3	30	3966
SPAM1	sperm adhesion molecule 1	NM_003117.5	7	1536
SPANXA1	sperm protein associated with the nucleus, X-linked, family member A1	NM_013453.3	2	294
SPANXA2	SPANX family member A2	NM_145662.4	2	294
SPANXB1	SPANX family member B1	NM_032461.4	2	312
SPANXD	SPANX family member D	NM_032417.4	2	294
SPANXN1	SPANX family member N1	NM_001009614.3	2	219
SPANXN2	SPANX family member N2	NM_001009615.3	2	543
SPANXN3	SPANX family member N3	NM_001009609.4	2	426
SPANXN4	SPANX family member N4	NM_001009613.4	2	300
SPANXN5	SPANX family member N5	NM_001009616.4	2	219
SPARC	secreted protein acidic and cysteine rich	NM_003118.4	10	912
SPARCL1	SPARC like 1	NM_004684.6	11	1995
SPART	spartin	NM_015087.5	9	2001
SPAST	spastin	NM_014946.4	17	1851
SPATA1	spermatogenesis associated 1	NM_001310156.2	14	1314
SPATA12	spermatogenesis associated 12	NM_181727.2	2	573
SPATA13	spermatogenesis associated 13	NM_001166271.3	13	3834
SPATA16	spermatogenesis associated 16	NM_031955.6	11	1710
SPATA17	spermatogenesis associated 17	NM_138796.4	11	1086
SPATA18	spermatogenesis associated 18	NM_145263.4	13	1617
SPATA19	spermatogenesis associated 19	NM_001291992.2	7	504
SPATA2	spermatogenesis associated 2	NM_006038.4	3	1563
SPATA20	spermatogenesis associated 20	NM_022827.4	17	2409
SPATA21	spermatogenesis associated 21	NM_198546.1	13	1410
SPATA22	spermatogenesis associated 22	NM_032598.5	9	1092
SPATA24	spermatogenesis associated 24	NM_194296.2	6	618
SPATA25	spermatogenesis associated 25	NM_080608.4	2	684
SPATA2L	spermatogenesis associated 2 like	NM_152339.4	3	1275
SPATA3	spermatogenesis associated 3	NM_139073.5	5	579
SPATA31A1	SPATA31 subfamily A member 1	NM_001085452.4	4	4044
SPATA31A3	SPATA31 subfamily A member 3	NM_001083124.1	4	4044
SPATA31A5	SPATA31 subfamily A member 5	NM_001113541.3	4	4044
SPATA31A6	SPATA31 subfamily A member 6	NM_001145196.1	4	4032
SPATA31A7	SPATA31 subfamily A member 7	NM_015667.2	4	4044
SPATA31C1	SPATA31 subfamily C member 1	NM_001145124.1	4	3567
SPATA31C2	SPATA31 subfamily C member 2	NM_001166137.1	4	3405
SPATA31D1	SPATA31 subfamily D member 1	NM_001001670.3	4	4731
SPATA31D3	SPATA31 subfamily D member 3	NM_207416.3	4	2754
SPATA31D4	SPATA31 subfamily D member 4	NM_001145197.1	4	2754
SPATA31E1	SPATA31 subfamily E member 1	NM_178828.5	4	4338
SPATA32	spermatogenesis associated 32	NM_152343.3	5	1155
SPATA33	spermatogenesis associated 33	NM_001271907.2	3	423
SPATA4	spermatogenesis associated 4	NM_144644.4	6	918
SPATA45	spermatogenesis associated 45	NM_001024601.3	3	297
SPATA46	spermatogenesis associated 46	NM_182581.4	3	786
SPATA48	spermatogenesis associated 48	NM_001161834.3	9	1317
SPATA5	spermatogenesis associated 5	NM_145207.3	16	2682
SPATA5L1	spermatogenesis associated 5 like 1	NM_024063.3	8	2262
SPATA6	spermatogenesis associated 6	NM_019073.4	13	1467
SPATA6L	spermatogenesis associated 6 like	NM_001039395.4	11	1005
SPATA7	spermatogenesis associated 7	NM_018418.5	12	1800
SPATA9	spermatogenesis associated 9	NM_031952.4	5	765
SPATC1	spermatogenesis and centriole associated 1	NM_001134374.2	4	1326
SPATC1L	spermatogenesis and centriole associated 1 like	NM_001142854.2	5	1023
SPATS1	spermatogenesis associated serine rich 1	NM_145026.4	9	903
SPATS2	spermatogenesis associated serine rich 2	NM_001293285.2	15	1638
SPATS2L	spermatogenesis associated serine rich 2 like	NM_015535.3	13	1677
SPC24	SPC24 component of NDC80 kinetochore complex	NM_182513.4	5	594
SPC25	SPC25 component of NDC80 kinetochore complex	NM_020675.4	7	675
SPCS1	signal peptidase complex subunit 1	NM_014041.5	4	309
SPCS2	signal peptidase complex subunit 2	NM_014752.3	5	681
SPCS3	signal peptidase complex subunit 3	NM_021928.4	5	543
SPDEF	SAM pointed domain containing ETS transcription factor	NM_012391.3	6	1008
SPDL1	spindle apparatus coiled-coil protein 1	NM_001329639.2	11	1869
SPDYA	speedy/RINGO cell cycle regulator family member A	NM_001142634.2	7	942
SPDYC	speedy/RINGO cell cycle regulator family member C	NM_001008778.3	7	825
SPDYE1	speedy/RINGO cell cycle regulator family member E1	NM_175064.4	7	1011
SPDYE10	speedy/RINGO cell cycle regulator family member E10	NM_001382504.2	10	798
SPDYE12	speedy/RINGO cell cycle regulator family member E12	NM_001382555.2	8	798
SPDYE13	speedy/RINGO cell cycle regulator family member E13	NM_001382563.2	7	798
SPDYE14	speedy/RINGO cell cycle regulator family member E14	NM_001382494.2	10	798
SPDYE15	speedy/RINGO cell cycle regulator family member E15	NM_001382547.2	8	798
SPDYE16	speedy/RINGO cell cycle regulator family member E16	NM_001351597.1	6	939
SPDYE17	speedy/RINGO cell cycle regulator family member E17	NM_001351351.3	8	798
SPDYE18	speedy/RINGO cell cycle regulator family member E18	NM_001351348.1	6	828
SPDYE2	speedy/RINGO cell cycle regulator family member E2	NM_001031618.3	9	1209
SPDYE21	speedy/RINGO cell cycle regulator family member E21	NM_001382715.2	9	1209
SPDYE2B	speedy/RINGO cell cycle regulator family member E2B	NM_001166339.2	9	1209
SPDYE3	speedy/RINGO cell cycle regulator family member E3	NM_001004351.5	11	1650
SPDYE4	speedy/RINGO cell cycle regulator family member E4	NM_001128076.3	7	714
SPDYE5	speedy/RINGO cell cycle regulator family member E5	NM_001306141.4	9	1209
SPDYE6	speedy/RINGO cell cycle regulator family member E6	NM_001146210.4	8	1209
SPDYE8	speedy/RINGO cell cycle regulator family member E8	NM_001382525.2	8	798
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	NM_001033553.3	15	3207
SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	NM_015330.6	17	3354
SPEF1	sperm flagellar 1	NM_015417.5	7	711
SPEF2	sperm flagellar 2	NM_024867.4	37	5469
SPEG	striated muscle enriched protein kinase	NM_005876.5	41	9804
SPEGNB	SPEG neighbor	NM_001286811.2	5	717
SPEM1	spermatid maturation 1	NM_199339.3	3	930
SPEM2	SPEM family member 2	NM_175734.5	3	1506
SPEM3	SPEM family member 3	NM_001364708.1	3	3591
SPEN	spen family transcriptional repressor	NM_015001.3	15	10995
SPESP1	sperm equatorial segment protein 1	NM_145658.4	2	1053
SPG11	SPG11 vesicle trafficking associated, spatacsin	NM_025137.4	40	7332
SPG21	SPG21 abhydrolase domain containing, maspardin	NM_016630.7	9	927
SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	NM_003119.4	17	2388
SPHK1	sphingosine kinase 1	NM_182965.3	6	1413
SPHK2	sphingosine kinase 2	NM_020126.5	7	1965
SPHKAP	SPHK1 interactor, AKAP domain containing	NM_001142644.2	12	5103
SPI1	Spi-1 proto-oncogene	NM_001080547.2	5	816
SPIB	Spi-B transcription factor	NM_003121.5	6	789
SPIC	Spi-C transcription factor	NM_152323.3	6	747
SPICE1	spindle and centriole associated protein 1	NM_144718.4	18	2568
SPIDR	scaffold protein involved in DNA repair	NM_001080394.4	20	2748
SPIN1	spindlin 1	NM_006717.3	6	789
SPIN2A	spindlin family member 2A	NM_019003.5	2	777
SPIN2B	spindlin family member 2B	NM_001006681.2	2	777
SPIN3	spindlin family member 3	NM_001010862.3	2	777
SPIN4	spindlin family member 4	NM_001012968.3	1	750
SPINDOC	spindlin interactor and repressor of chromatin binding	NM_138471.3	6	1146
SPINK1	serine peptidase inhibitor Kazal type 1	NM_003122.5	5	240
SPINK13	serine peptidase inhibitor Kazal type 13	NM_001040129.3	5	285
SPINK14	serine peptidase inhibitor Kazal type 14 (putative)	NM_001001325.2	5	294
SPINK2	serine peptidase inhibitor Kazal type 2	NM_021114.4	4	255
SPINK4	serine peptidase inhibitor Kazal type 4	NM_014471.3	4	261
SPINK5	serine peptidase inhibitor Kazal type 5	NM_006846.4	33	3195
SPINK6	serine peptidase inhibitor Kazal type 6	NM_001195290.2	5	243
SPINK7	serine peptidase inhibitor Kazal type 7	NM_032566.3	4	258
SPINK8	serine peptidase inhibitor Kazal type 8 (putative)	NM_001080525.3	8	294
SPINK9	serine peptidase inhibitor Kazal type 9	NM_001040433.2	4	261
SPINT1	serine peptidase inhibitor, Kunitz type 1	NM_181642.3	11	1590
SPINT2	serine peptidase inhibitor, Kunitz type 2	NM_021102.4	7	759
SPINT3	serine peptidase inhibitor, Kunitz type 3	NM_006652.2	2	270
SPINT4	serine peptidase inhibitor, Kunitz type 4	NM_178455.3	3	300
SPIRE1	spire type actin nucleation factor 1	NM_001128626.2	17	2271
SPIRE2	spire type actin nucleation factor 2	NM_032451.2	15	2145
SPN	sialophorin	NM_001030288.4	2	1203
SPNS1	sphingolipid transporter 1 (putative)	NM_001142448.2	13	1587
SPNS2	sphingolipid transporter 2	NM_001124758.3	13	1650
SPNS3	sphingolipid transporter 3 (putative)	NM_182538.5	12	1539
SPO11	SPO11 initiator of meiotic double stranded breaks	NM_012444.3	13	1191
SPOCD1	SPOC domain containing 1	NM_144569.7	16	3651
SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	NM_004598.4	11	1320
SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	NM_001244950.2	11	1275
SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	NM_016950.3	12	1311
SPON1	spondin 1	NM_006108.4	16	2423
SPON2	spondin 2	NM_001128325.3	7	996
SPOP	speckle type BTB/POZ protein	NM_001007226.1	12	1125
SPOPL	speckle type BTB/POZ protein like	NM_001001664.3	11	1179
SPOUT1	SPOUT domain containing methyltransferase 1	NM_016390.4	12	1131
SPP1	secreted phosphoprotein 1	NM_001040058.2	7	945
SPP2	secreted phosphoprotein 2	NM_006944.3	8	636
SPPL2A	signal peptide peptidase like 2A	NM_032802.4	15	1563
SPPL2B	signal peptide peptidase like 2B	NM_152988.3	15	1778
SPPL2C	signal peptide peptidase like 2C	NM_175882.3	1	2055
SPPL3	signal peptide peptidase like 3	NM_139015.5	11	1155
SPR	sepiapterin reductase	NM_003124.5	3	786
SPRED1	sprouty related EVH1 domain containing 1	NM_152594.3	7	1335
SPRED2	sprouty related EVH1 domain containing 2	NM_181784.3	6	1257
SPRED3	sprouty related EVH1 domain containing 3	NM_001042522.3	5	1233
SPRING1	SREBF pathway regulator in golgi 1	NM_024738.4	5	618
SPRN	shadow of prion protein	NM_001012508.6	2	456
SPRR1A	small proline rich protein 1A	NM_001199828.2	2	270
SPRR1B	small proline rich protein 1B	NM_003125.3	2	270
SPRR2A	small proline rich protein 2A	NM_005988.3	2	219
SPRR2B	small proline rich protein 2B	NM_001017418.3	2	219
SPRR2D	small proline rich protein 2D	NM_006945.5	2	219
SPRR2E	small proline rich protein 2E	NM_001024209.4	2	219
SPRR2F	small proline rich protein 2F	NM_001014450.3	2	219
SPRR2G	small proline rich protein 2G	NM_001014291.4	2	222
SPRR3	small proline rich protein 3	NM_001097589.2	2	510
SPRR4	small proline rich protein 4	NM_173080.3	2	240
SPRR5	small proline rich protein 5	NM_001395435.1	2	327
SPRTN	SprT-like N-terminal domain	NM_032018.7	5	1470
SPRY1	sprouty RTK signaling antagonist 1	NM_001258038.2	3	960
SPRY2	sprouty RTK signaling antagonist 2	NM_005842.4	2	948
SPRY3	sprouty RTK signaling antagonist 3	NM_005840.4	2	867
SPRY4	sprouty RTK signaling antagonist 4	NM_030964.5	3	969
SPRYD3	SPRY domain containing 3	NM_032840.3	11	1329
SPRYD4	SPRY domain containing 4	NM_207344.4	2	624
SPRYD7	SPRY domain containing 7	NM_020456.4	5	591
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	NM_025106.4	3	822
SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	NM_001146316.2	3	792
SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	NM_001324081.1	7	1068
SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	NM_080862.3	3	822
SPTA1	spectrin alpha, erythrocytic 1	NM_003126.4	52	7260
SPTAN1	spectrin alpha, non-erythrocytic 1	NM_001130438.3	57	7434
SPTB	spectrin beta, erythrocytic	NM_001024858.4	35	6987
SPTBN1	spectrin beta, non-erythrocytic 1	NM_003128.3	36	7095
SPTBN2	spectrin beta, non-erythrocytic 2	NM_006946.4	38	7173
SPTBN4	spectrin beta, non-erythrocytic 4	NM_020971.3	36	7695
SPTBN5	spectrin beta, non-erythrocytic 5	NM_016642.4	68	11025
SPTLC1	serine palmitoyltransferase long chain base subunit 1	NM_006415.4	15	1422
SPTLC2	serine palmitoyltransferase long chain base subunit 2	NM_004863.4	12	1689
SPTLC3	serine palmitoyltransferase long chain base subunit 3	NM_018327.4	12	1659
SPTSSA	serine palmitoyltransferase small subunit A	NM_138288.4	2	216
SPTSSB	serine palmitoyltransferase small subunit B	NM_001040100.2	3	231
SPTY2D1	SPT2 chromatin protein domain containing 1	NM_194285.3	6	2058
SPX	spexin hormone	NM_030572.4	6	351
SPZ1	spermatogenic leucine zipper 1	NM_032567.4	1	1293
SQLE	squalene epoxidase	NM_003129.4	11	1725
SQOR	sulfide quinone oxidoreductase	NM_001271213.2	11	1353
SQSTM1	sequestosome 1	NM_003900.5	8	1323
SRA1	steroid receptor RNA activator 1	NM_001035235.4	5	675
SRARP	steroid receptor associated and regulated protein	NM_178840.4	2	510
SRBD1	S1 RNA binding domain 1	NM_018079.5	21	2988
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	NM_005417.5	14	1611
SRCAP	Snf2 related CREBBP activator protein	NM_006662.3	34	9693
SRCIN1	SRC kinase signaling inhibitor 1	NM_025248.3	19	3552
SRD5A1	steroid 5 alpha-reductase 1	NM_001047.4	5	780
SRD5A2	steroid 5 alpha-reductase 2	NM_000348.4	5	764
SRD5A3	steroid 5 alpha-reductase 3	NM_024592.5	5	957
